titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media
悪食令嬢と狂血公爵　～その魔物、私が美味しくいただきます！～,"Akujiki Reijou to Kyouketsu Koushaku: Sono Mamono, Watashi ga Oishiku Itadakimasu!","Pass the Monster Meat, Milady!",2025-10-03,2025,FALL 2025,1,12,Asahi Production,Fantasy | Romance,Shoujo,TV,FINISHED,24948,70,70
上伊那ぼたん、酔へる姿は百合の花,"Kamiina Botan, Yoeru Sugata wa Yuri no Hana",Botan Kamiina Fully Blossoms When Drunk,2026-04-11,2026,SPRING 2026,1,12,Soigne,Comedy | Romance | Slice of Life,Seinen,TV,RELEASING,24750,77,78
シュガーアップル・フェアリーテイル 第2クール,Sugar Apple Fairy Tale Part 2,Sugar Apple Fairy Tale Season 2,2023-07-07,2023,SUMMER 2023,1,12,J.C.STAFF,Adventure | Fantasy | Romance,Shoujo,TV,FINISHED,24609,76,76
「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので、王都で気ままに暮らしたい,"""Omae Gotoki ga Maou ni Kateru to Omou na"" to Yuusha Party wo Tsuihou Sareta node, Outo de Kimama ni Kurashitai",ROLL OVER AND DIE: I Will Fight for an Ordinary Life with My Love and Cursed Sword!,2026-01-09,2026,WINTER 2026,1,12,A.C.G.T.,Action | Adventure | Drama | Fantasy | Horror,Unknown,TV,FINISHED,24457,63,63
スーパーの裏でヤニ吸うふたり,Super no Ura de Yani Suu Futari,Smoking Behind the Supermarket with You,2026-07,2026,SUMMER 2026,1,,Asahi Production,Comedy | Romance | Slice of Life,Seinen,TV,NOT_YET_RELEASED,24300,,
魔法公主的小烦恼,Mofa Gongzhu De Xiao Fannao,The Fated Magical Princess: Who Made Me a Princess,2025-09-28,2025,,1,16,Colored Pencil Animation,Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,24280,77,77
メカウデ (TV),Mecha-ude (TV),Mecha Ude: Mechanical Arms,2024-10-04,2024,FALL 2024,1,12,TriF studio,Action | Mecha | Sci-Fi,Unknown,TV,FINISHED,24267,67,67
終末のワルキューレ III,Shuumatsu no Valkyrie III,Record of Ragnarok III,2025-12-10,2025,FALL 2025,1,15,Yumeta Company | MARU animation,Action | Drama | Fantasy | Supernatural,Unknown,ONA,FINISHED,24162,77,77
僕の妻は感情がない,Boku no Tsuma wa Kanjou ga Nai,My Wife Has No Emotion,2024-06-29,2024,SUMMER 2024,1,12,Tezuka Productions,Comedy | Romance | Sci-Fi | Slice of Life,Seinen,ONA,FINISHED,24123,65,65
東島丹三郎は仮面ライダーになりたい,Toujima Tanzaburou wa Kamen Rider ni Naritai,Tojima Wants to Be a Kamen Rider,2025-10-05,2025,FALL 2025,1,24,LIDENFILMS,Action | Comedy,Unknown,TV,FINISHED,24101,76,76
ゴリラの神から加護された令嬢は王立騎士団で可愛がられる,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,The Gorilla God’s Go-To Girl,2025-04-06,2025,SPRING 2025,1,12,Kachigarasu,Comedy | Fantasy | Romance,Shoujo,TV,FINISHED,24001,64,65
ダーウィン事変,Darwin Jihen,The Darwin Incident,2026-01-07,2026,WINTER 2026,1,13,BELLNOX FILMS,Sci-Fi | Thriller,Seinen,TV,FINISHED,23971,69,69
デッドアカウント,Dead Account,Dead Account,2026-01-10,2026,WINTER 2026,1,12,SynergySP,Action | Supernatural,Shounen,TV,FINISHED,23727,65,65
きみが死ぬまで恋をしたい,Kimi ga Shinu made Koi wo Shitai,,2026-07,2026,SUMMER 2026,1,,ROLL2,Drama | Fantasy | Romance,Unknown,TV,NOT_YET_RELEASED,23727,,
グノーシア,Gnosia,GNOSIA,2025-10-12,2025,FALL 2025,1,21,domerica,Drama | Mystery | Sci-Fi | Thriller,Unknown,TV,FINISHED,23662,77,78
ガンバレ！中村くん！！,Ganbare! Nakamura-kun!!,"Go For It, Nakamura-kun!!",2026-04-02,2026,SPRING 2026,1,13,Drive,Comedy | Romance | Slice of Life,Unknown,ONA,RELEASING,23634,77,78
妻、小学生になる。,"Tsuma, Shougakusei ni Naru.",TsumaSho,2024-10-06,2024,FALL 2024,1,12,Studio Signpost,Comedy | Drama | Romance | Slice of Life,Seinen,TV,FINISHED,23527,72,73
ムーンライズ,MOONRISE,Moonrise,2025-04-10,2025,SPRING 2025,1,18,WIT STUDIO,Action | Adventure | Sci-Fi,Unknown,ONA,FINISHED,23366,64,65
天官赐福 第二季,Tian Guan Ci Fu 2,Heaven Official's Blessing Season 2,2023-10-18,2023,,2,12,Red Dog Culture House,Adventure | Drama | Fantasy | Romance,Unknown,ONA,FINISHED,23359,85,86
公女殿下の家庭教師,Koujo Denka no Katei Kyoushi,Private Tutor to the Duke's Daughter,2025-06-29,2025,SUMMER 2025,1,12,Studio Blanc,Drama | Fantasy | Romance,Unknown,ONA,FINISHED,23257,62,62
幼馴染とはラブコメにならない,Osananajimi to wa Love Comedy ni Naranai,You Can't Be In a Rom-Com with Your Childhood Friends!,2026-01-06,2026,WINTER 2026,1,12,Tezuka Productions,Comedy | Romance,Shounen,TV,FINISHED,23125,63,63
新しい上司はど天然,Atarashii Joushi wa Dotennen,My New Boss is Goofy,2023-10-07,2023,FALL 2023,1,12,A-1 Pictures,Comedy | Slice of Life,Seinen,TV,FINISHED,23058,78,78
透明男と人間女～そのうち夫婦になるふたり～,Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,The Invisible Man and His Soon-to-Be Wife,2026-01-08,2026,WINTER 2026,1,12,project No.9,Comedy | Romance | Supernatural,Seinen,TV,FINISHED,22988,76,76
ポケットモンスター (2023),Pocket Monsters (2023),Pokémon Horizons: The Series,2023-04-14,2023,SPRING 2023,1,,OLM,Action | Adventure | Fantasy,Kids,TV,RELEASING,22908,73,73
雨と君と,Ame to Kimi to,With You and the Rain,2025-07-06,2025,SUMMER 2025,1,12,Lesprit,Comedy | Slice of Life,Seinen,TV,FINISHED,22892,73,74
かくして！ マキナさん!!,Kakushite! Makina-san!!,Kakushite! Makina-san!,2025-04-07,2025,SPRING 2025,1,12,BloomZ | WolfsBane,Comedy | Ecchi | Mecha | Romance | Sci-Fi,Seinen,TV_SHORT,FINISHED,22783,52,52
爱上她的理由,Aishang Ta De Liyou,The Girl Downstairs,2023-04-20,2023,,2,22,Red Dog Culture House,Drama | Romance,Unknown,ONA,FINISHED,22744,77,77
ずたぼろ令嬢は姉の元婚約者に溺愛される,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai Sareru,Betrothed to My Sister's Ex,2025-07-05,2025,SUMMER 2025,1,12,LandQ studios,Drama | Fantasy | Romance,Josei,TV,FINISHED,22704,73,73
柚木さんちの四兄弟。,Yuzuki-san Chi no Yon Kyoudai.,The Yuzuki Family’s Four Sons,2023-10-05,2023,FALL 2023,1,12,Shuka,Comedy | Drama | Slice of Life,Shoujo,TV,FINISHED,22620,77,77
アオのハコ Season２,Ao no Hako Season 2,Blue Box Season 2,2026-10-04,2026,FALL 2026,1,,Electric Circus,Romance | Slice of Life | Sports,Shounen,TV,NOT_YET_RELEASED,22585,,
日々は過ぎれど飯うまし,Hibi wa Sugiredo Meshi Umashi,Food for the Soul,2025-04-13,2025,SPRING 2025,1,12,P.A.WORKS,Comedy | Slice of Life,Unknown,TV,FINISHED,22576,77,77
でこぼこ魔女の親子事情,Dekoboko Majo no Oyako Jijou,The Family Circumstances of the Irregular Witch,2023-10-01,2023,FALL 2023,1,12,A-Real,Comedy | Fantasy,Seinen,ONA,FINISHED,22469,65,65
小市民シリーズ 第2期,Shoushimin Series 2nd Season,SHOSHIMIN: How to become Ordinary Season 2,2025-04-06,2025,SPRING 2025,1,12,Lapin Track,Mystery | Psychological | Slice of Life,Unknown,TV,FINISHED,22453,81,81
この世界は不完全すぎる,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,2024-07-06,2024,SUMMER 2024,1,13,100studio | Studio Palette,Adventure | Comedy | Fantasy,Seinen,TV,FINISHED,22449,63,63
るろうに剣心 －明治剣客浪漫譚－京都動乱,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,Rurouni Kenshin -Kyoto Disturbance-,2024-10-04,2024,FALL 2024,2,23,LIDENFILMS,Action | Adventure | Drama | Romance,Shounen,TV,FINISHED,22395,77,77
転生したらドラゴンの卵だった,Tensei Shitara Dragon no Tamago Datta,Reincarnated as a Dragon Hatchling,2026-01-10,2026,WINTER 2026,1,12,GA-CREW | Felix Film,Action | Adventure | Fantasy,Shounen,TV,FINISHED,22352,63,63
ウマ娘 プリティーダービー ROAD TO THE TOP,Uma Musume: Pretty Derby - ROAD TO THE TOP,Umamusume: Pretty Derby - Road to the Top,2023-04-16,2023,SPRING 2023,1,4,CygamesPictures,Drama | Slice of Life | Sports,Unknown,ONA,FINISHED,22252,80,80
鴨乃橋ロンの禁断推理 2nd Season,Kamonohashi Ron no Kindan Suiri 2nd Season,Ron Kamonohashi’s Forbidden Deductions Season 2,2024-10-07,2024,FALL 2024,1,13,diomedéa,Drama | Mystery,Shounen,TV,FINISHED,22148,75,76
乙女ゲー世界はモブに厳しい世界です2,Otomege Sekai wa Mob ni Kibishii Sekai desu 2,,2026-07,2026,SUMMER 2026,1,,ENGI,Action | Fantasy | Mecha | Romance,Unknown,TV,NOT_YET_RELEASED,21943,,
ディズニー ツイステッドワンダーランド ザ アニメーション シーズン1「エピソード オブ ハーツラビュル」,Disney Twisted-Wonderland: THE ANIMATION - Season 1: EPISODE of HEARTSLABYUL,Disney Twisted-Wonderland: The Animation,2025-10-29,2025,FALL 2025,2,8,Yumeta Company | Graphinica,Adventure | Fantasy,Unknown,ONA,FINISHED,21781,68,68
真･侍伝 YAIBA,Shin Samurai-den YAIBA,YAIBA: Samurai Legend,2025-04-05,2025,SPRING 2025,2,24,WIT STUDIO,Action | Adventure | Comedy | Fantasy,Shounen,TV,FINISHED,21703,71,71
気絶勇者と暗殺姫,Kizetsu Yuusha to Ansatsu Hime,The Shy Hero and the Assassin Princesses,2025-07-05,2025,SUMMER 2025,1,12,CONNECT,Action | Comedy | Fantasy,Unknown,ONA,FINISHED,21677,64,64
アークナイツ 冬隠帰路,Arknights: Touin Kiro,Arknights: PERISH IN FROST,2023-10-07,2023,FALL 2023,2,8,Yostar Pictures,Action | Fantasy,Unknown,TV,FINISHED,21609,75,75
デリコズ・ナーサリー,Delico's Nursery,Delico's Nursery,2024-08-08,2024,SUMMER 2024,1,13,J.C.STAFF,Fantasy | Mystery | Supernatural,Unknown,TV,FINISHED,21563,67,67
エリスの聖杯,Eris no Seihai,The Holy Grail of Eris,2026-01-08,2026,WINTER 2026,1,12,Ashi Productions,Drama | Fantasy | Mystery | Romance | Supernatural,Shoujo,TV,FINISHED,21548,69,69
Unnamed Memory Act.2,Unnamed Memory Act.2,Unnamed Memory Season 2,2025-01-07,2025,WINTER 2025,1,12,ENGI,Adventure | Fantasy | Romance,Unknown,TV,FINISHED,21168,69,70
アン・シャーリー,Anne Shirley,Anne Shirley,2025-04-05,2025,SPRING 2025,1,24,The Answer Studio,Drama | Slice of Life,Shoujo,TV,FINISHED,21121,76,76
ワンダンス,WanDance,Wandance,2025-10-08,2025,FALL 2025,1,12,MADHOUSE | Cyclone Graphics,Drama | Sports,Seinen,TV,FINISHED,21104,66,66
死神坊ちゃんと黒メイド 第3期,Shinigami Bocchan to Kuro Maid 3rd Season,The Duke of Death and His Maid Season 3,2024-04-07,2024,SPRING 2024,1,12,J.C.STAFF,Comedy | Drama | Romance | Supernatural,Shounen,TV,FINISHED,21061,80,81
うる星やつら (2022) 第2期,Urusei Yatsura (2022) 2nd Season,Urusei Yatsura (2022) Seasons 3 & 4,2024-01-12,2024,WINTER 2024,1,23,david production,Comedy | Romance | Sci-Fi | Supernatural,Shounen,TV,FINISHED,21053,78,78
二十世紀電氣目録-ユーレカ・エヴリカ-,Nijuuseiki Denki Mokuroku: Eureka・Evrika,Sparks of Tomorrow,2026-07-05,2026,SUMMER 2026,1,,Kyoto Animation,Adventure | Romance,Unknown,TV,NOT_YET_RELEASED,21043,,
魔王様、リトライ！R,"Maou-sama, Retry! R","Demon Lord, Retry! R",2024-09-28,2024,FALL 2024,1,12,Gekkou,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,21009,57,57
黒執事 -緑の魔女編-,Kuroshitsuji: Midori no Majo-hen,Black Butler: Emerald Witch Arc,2025-04-05,2025,SPRING 2025,1,13,CloverWorks,Action | Fantasy | Mystery | Supernatural,Shounen,TV,FINISHED,20999,81,81
SYNDUALITY Noir,SYNDUALITY Noir,Synduality Noir,2023-07-11,2023,SUMMER 2023,2,12,8-bit,Action | Mecha | Sci-Fi,Unknown,TV,FINISHED,20927,66,67
烏は主を選ばない,Karasu wa Aruji wo Erabanai,YATAGARASU: The Raven Does Not Choose Its Master,2024-04-06,2024,SPRING 2024,1,20,Studio Pierrot,Action | Drama | Fantasy | Supernatural,Unknown,TV,FINISHED,20858,78,79
GREAT PRETENDER razbliuto,GREAT PRETENDER: razbliuto,GREAT PRETENDER razbliuto,2024-02-23,2024,WINTER 2024,1,1,WIT STUDIO,Action | Drama | Thriller,Unknown,ONA,FINISHED,20856,69,69
悪役令嬢は隣国の王太子に溺愛される,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai Sareru,The Villainess Is Adored by the Prince of the Neighbor Kingdom,2026-01-11,2026,WINTER 2026,1,12,Studio DEEN,Fantasy | Romance,Shoujo,TV,FINISHED,20814,59,59
ふたりソロキャンプ,Futari Solo Camp,Solo Camping for Two,2025-07-11,2025,SUMMER 2025,1,24,SynergySP,Romance | Slice of Life,Seinen,TV,FINISHED,20780,68,69
異世界の沙汰は社畜次第,Isekai no Sata wa Shachiku Shidai,Isekai Office Worker: The Other World's Books Depend on the Bean Counter,2026-01-06,2026,WINTER 2026,1,12,Studio DEEN,Adventure | Fantasy | Romance | Slice of Life,Unknown,TV,FINISHED,20687,69,69
自称悪役令嬢な婚約者の観察記録。,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,An Observation Log of My Fiancée Who Calls Herself a Villainess,2026-04-03,2026,SPRING 2026,1,12,Ashi Productions,Comedy | Fantasy | Romance | Slice of Life,Shoujo,ONA,RELEASING,20636,73,74
顔に出ない柏田さんと顔に出る太田君,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,Inexpressive Kashiwada and Expressive Oota,2025-10-04,2025,FALL 2025,1,12,STUDIO POLON,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,20581,68,69
BanG Dream! It's MyGO!!!!!,BanG Dream! It's MyGO!!!!!,BanG Dream! It's MyGO!!!!!,2023-06-29,2023,SUMMER 2023,2,13,SANZIGEN,Drama | Music | Slice of Life,Unknown,TV,FINISHED,20564,82,82
ポーション頼みで生き延びます！,Potion-danomi de Ikinobimasu!,I Shall Survive Using Potions!,2023-10-08,2023,FALL 2023,1,12,Jumondou,Fantasy,Unknown,TV,FINISHED,20559,64,64
綺麗にしてもらえますか。,Kirei ni Shitemoraemasu ka.,Wash It All Away,2026-01-05,2026,WINTER 2026,1,12,Okuruto Noboru,Comedy | Romance | Slice of Life,Seinen,TV,FINISHED,20414,67,67
花は咲く、修羅の如く,"Hana wa Saku, Shura no Gotoku",Flower and Asura,2025-01-08,2025,WINTER 2025,1,12,Studio Bind,Drama | Slice of Life,Seinen,TV,FINISHED,20344,70,70
ダンジョンの中のひと,Dungeon no Naka no Hito,Dungeon People,2024-07-06,2024,SUMMER 2024,1,12,OLM,Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,20306,70,71
黄昏アウトフォーカス,Tasogare Outfocus,Twilight Out of Focus,2024-07-04,2024,SUMMER 2024,1,12,Studio DEEN,Drama | Romance,Unknown,TV,FINISHED,20188,73,73
まったく最近の探偵ときたら,Mattaku Saikin no Tantei to Kitara,Detectives These Days Are Crazy!,2025-07-01,2025,SUMMER 2025,1,12,LIDENFILMS,Comedy | Mystery,Seinen,TV,FINISHED,20057,71,71
エルフさんは痩せられない。,Elf-san wa Yaserarenai.,Plus-Sized Elf,2024-07-07,2024,SUMMER 2024,1,12,Elias,Comedy | Ecchi | Fantasy | Slice of Life,Seinen,TV_SHORT,FINISHED,19991,52,52
カヤちゃんはコワくない,Kaya-chan wa Kowakunai,Kaya-chan Isn't Scary,2026-01-11,2026,WINTER 2026,1,12,East Fish Studio,Comedy | Horror | Slice of Life,Seinen,TV,FINISHED,19911,72,72
29歳独身中堅冒険者の日常,29-sai Dokushin Chuuken Boukensha no Nichijou,An Adventurer’s Daily Grind at Age 29,2026-01-07,2026,WINTER 2026,1,12,HORNETS,Adventure | Fantasy | Slice of Life,Unknown,TV,FINISHED,19829,64,64
六道の悪女たち,Rokudou no Onna-tachi,Rokudo's Bad Girls,2023-04-08,2023,SPRING 2023,1,12,Satelight,Action | Comedy | Drama | Romance | Supernatural,Shounen,TV,FINISHED,19805,61,61
わたしが恋人になれるわけないじゃん、ムリムリ! (※ムリじゃなかった!?)〜ネクストシャイン！〜,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?): Next Shine!",There's No Freaking Way I'll Be Your Lover! Unless… ~Next Shine~,2026-01-01,2026,WINTER 2026,1,5,studio MOTHER,Comedy | Romance,Unknown,TV,FINISHED,19798,80,80
ブサメンガチファイター,Busamen Gachi Fighter,"Uglymug, Epicfighter",2025-07-06,2025,SUMMER 2025,1,12,WHITE FOX,Adventure | Fantasy,Seinen,TV,FINISHED,19797,61,62
百千さん家のあやかし王子,Momochi-san Chi no Ayakashi Ouji,The Demon Prince of Momochi House,2024-01-06,2024,WINTER 2024,1,12,Drive,Romance | Supernatural,Shoujo,TV,FINISHED,19731,62,62
地縛少年花子くん２ 後編,Jibaku Shounen Hanako-kun 2 Part 2,Toilet-Bound Hanako-kun Season 2 Part 2,2025-07-06,2025,SUMMER 2025,1,12,Lerche,Action | Comedy | Drama | Mystery | Supernatural,Shounen,TV,FINISHED,19707,80,80
魔王の娘は優しすぎる!!,Maou no Musume wa Yasashi Sugiru!!,The Demon King's Daughter is Too Kind!!,2026-01-06,2026,WINTER 2026,1,12,EMT Squared,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,19582,71,71
ヴァンパイア男子寮,Vampire Dormitory,Vampire Dormitory,2024-04-07,2024,SPRING 2024,1,12,Studio Blanc,Romance | Supernatural,Shoujo,TV,FINISHED,19521,59,60
夜桜さんちの大作戦 第2期,Yozakura-san Chi no Daisakusen 2nd Season,Mission: Yozakura Family Season 2,2026-04-12,2026,SPRING 2026,1,,SILVER LINK.,Action | Comedy | Romance,Shounen,TV,RELEASING,19509,75,77
ゴールデンカムイ 最終章,Golden Kamuy: Saishuushou,Golden Kamuy Final Season,2026-01-05,2026,WINTER 2026,1,13,Brain's Base,Action | Adventure | Comedy,Seinen,TV,FINISHED,19501,82,83
大雪海のカイナ,Ooyukiumi no Kaina,Kaina of the Great Snow Sea,2023-01-12,2023,WINTER 2023,1,11,POLYGON PICTURES,Drama | Fantasy,Unknown,TV,FINISHED,19492,64,65
ユア・フォルマ,Your Forma,YOUR FORMA,2025-04-02,2025,SPRING 2025,1,13,Geno Studio,Action | Drama | Mystery | Sci-Fi,Unknown,TV,FINISHED,19492,59,60
火狩りの王,Hikari no Ou,The Fire Hunter,2023-01-14,2023,WINTER 2023,2,10,Signal.MD,Action | Adventure | Drama | Fantasy | Mystery,Unknown,TV,FINISHED,19399,61,61
AYAKA,AYAKA,AYAKA,2023-07-02,2023,SUMMER 2023,1,12,Studio Blanc,Action | Supernatural,Unknown,TV,FINISHED,19316,61,61
ニワトリ・ファイター,Niwatori Fighter,Rooster Fighter,2026-03-14,2026,SPRING 2026,1,12,SANZIGEN,Action | Adventure | Comedy | Supernatural,Seinen,TV,RELEASING,19262,65,65
結婚指輪物語Ⅱ,Kekkon Yubiwa Monogatari II,Tales of Wedding Rings Season 2,2025-10-04,2025,FALL 2025,1,13,Staple Entertainment,Adventure | Comedy | Ecchi | Fantasy | Romance,Seinen,TV,FINISHED,19109,64,64
ツルネ －つながりの一射－,Tsurune: Tsunagari no Issha,Tsurune - The Linking Shot -,2023-01-05,2023,WINTER 2023,1,13,Kyoto Animation,Drama | Slice of Life | Sports,Unknown,TV,FINISHED,19060,81,81
忘却バッテリー (TV),Boukyaku Battery (TV),Oblivion Battery,2024-04-10,2024,SPRING 2024,2,12,MAPPA,Comedy | Sports,Shounen,TV,FINISHED,18968,74,74
転生悪女の黒歴史,Tensei Akujo no Kuro Rekishi,The Dark History of the Reincarnated Villainess,2025-10-09,2025,FALL 2025,1,12,Studio DEEN,Comedy | Fantasy | Romance,Shoujo,TV,FINISHED,18748,66,66
ボールパークでつかまえて！,Ballpark de Tsukamaete!,Catch Me at the Ballpark!,2025-04-02,2025,SPRING 2025,1,12,EMT Squared,Comedy | Romance | Slice of Life | Sports,Seinen,TV,FINISHED,18747,69,69
BanG Dream! Ave Mujica,BanG Dream! Ave Mujica,Ave Mujica - The Die is Cast -,2025-01-02,2025,WINTER 2025,2,13,SANZIGEN,Drama | Music | Psychological,Unknown,TV,FINISHED,18744,81,82
スパイ教室 2nd season,Spy Kyoushitsu 2nd season,Spy Classroom Season 2,2023-07-13,2023,SUMMER 2023,1,12,feel.,Action | Comedy | Drama | Mystery,Unknown,TV,FINISHED,18641,70,70
ばっどがーる,Bad Girl,Bad Girl,2025-07-06,2025,SUMMER 2025,1,12,Bridge,Comedy | Romance,Unknown,ONA,FINISHED,18586,72,72
機械じかけのマリー,Kikaijikake no Marie,Mechanical Marie,2025-10-05,2025,FALL 2025,1,12,Zero-G | Liber,Action | Comedy | Romance | Sci-Fi,Shoujo,TV,FINISHED,18444,66,67
フードコートで、また明日。,"Food Court de, Mata Ashita.",See You Tomorrow at the Food Court,2025-07-07,2025,SUMMER 2025,1,6,Atelier Pontdarc,Comedy | Slice of Life,Unknown,TV,FINISHED,18433,73,74
ぐらんぶる Season 3,Grand Blue Season 3,,2026-07,2026,SUMMER 2026,1,,Zero-G | Saber Works,Comedy | Slice of Life | Sports,Unknown,TV,NOT_YET_RELEASED,18373,,
よわよわ先生,Yowa Yowa Sensei,Yowayowa Sensei,2026-04-11,2026,SPRING 2026,1,12,Brain's Base,Comedy | Ecchi | Romance,Shounen,TV,RELEASING,18279,62,63
幻日のヨハネ -SUNSHINE in the MIRROR-,Genjitsu no Yohane: SUNSHINE in the MIRROR,YOHANE THE PARHELION -SUNSHINE in the MIRROR-,2023-06-25,2023,SUMMER 2023,1,13,Sunrise,Fantasy | Music | Slice of Life,Unknown,TV,FINISHED,18006,68,68
AIの遺電子,AI no Idenshi,The Gene of AI,2023-07-08,2023,SUMMER 2023,1,12,MADHOUSE,Drama | Psychological | Sci-Fi,Shounen,TV,FINISHED,17841,63,63
灰原くんの強くて青春ニューゲーム,Haibara-kun no Tsuyokute Seishun New Game,Haibara's Teenage New Game+,2026-04-03,2026,SPRING 2026,1,12,Studio Comet,Romance | Slice of Life,Unknown,TV,RELEASING,17825,64,65
ざつ旅-That's Journey-,Zatsu Tabi: That's Journey,ZatsuTabi -That's Journey-,2025-04-07,2025,SPRING 2025,1,12,Makaria,Adventure | Comedy | Drama | Slice of Life,Seinen,TV,FINISHED,17746,67,67
